31.04,31,0,1012,4.1,1.45,32
29.87,45,75,1011,2.6,0,30.9
26.05,56,18,1014,1.81,0,26.3
24.8,63,0,1014,3.7,0,24.1
25.27,55,0,1013,3.91,0,22.3
23.22,79,32,1014,3.9,0,22
22.88,80,54,1013,2.54,0,22
22.89,77,46,1013,1.3,0,20.8
22.71,69,41,1012,0.44,0,19.8
20.91,88,0,1013,1.14,0,18.7
22.97,77,0,1009,2.01,0,18.1
22.49,71,0,1009,3.26,0,18
22.33,85,0,1013,3.76,0.57,19.4
24.31,75,0,1013,4.37,1.94,21.1
26.72,61,0,1014,0.89,4.41,27.7
28.4,51,0,1013,0.89,7.73,32
27.78,46,0,1012,5.23,7.73,35.1
29.75,46,0,1012,0.89,13.31,37.2
31.19,41,0,1010,2.68,14.03,38.6
31.2,34,0,1009,5.8,14.03,40
30.86,47,0,1008,0.89,10.09,35.5
31.8,36,0,1007,5.71,10.09,38.4
31.18,52,0,1005,5.11,3.68,38.2
30.31,52,0,1004,1.34,1.49,35.7
31.34,39,0,1003,5.11,1.49,34.7
31.16,35,0,1002,5.9,0.38,29.4
31.07,66,0,1000,6.5,0,27.6
27.65,61,0,1003,0.89,0,25.6
28.19,50,0,1003,7.14,0,25.9
27.95,46,0,1002,7.14,0,26.5
27.48,45,11,1002,7.8,0,26.4
25.73,64,31,1003,0.45,0,25
25.8,59,45,1005,0.45,0,24.7
25.98,61,36,1006,4.93,0,23.7
22.78,71,1,1006,4.66,0,23
23.33,68,51,1007,0.89,0,23
23.27,72,67,1008,6.75,0.41,22.8
23.02,69,75,1009,1.79,1.41,22.6
20.5,72,80,1010,1.34,3.19,22.3
19.35,64,75,1006,7.2,2.5,19.1
17.76,68,75,1008,9.3,3.55,18.1
18.9,62,87,1008,6.09,3.55,24.1
22.84,41,95,1007,5.4,4.3,27.4
24.61,32,100,1009,0.45,6.98,36.1
27.22,26,100,1009,1.34,9.1,36
27.96,22,92,1008,5.77,9.1,34.6
27.78,27,0,1009,0.45,3.37,33.9
28.05,22,0,1008,5.57,3.37,31.2
27.22,25,0,1009,0.89,0.36,30.1
23.33,34,0,1009,4.2,0,24.9
24.47,27,0,1008,3.75,0,22.3
22.28,43,0,1008,0.5,0,18.3
22.84,32,0,1008,4.34,0,16.9
22.52,26,0,1009,3.8,0,15.5
18.79,67,0,1009,1,0,15.4
18.81,71,0,1009,1,0,14.2
18,76,0,1009,0.5,0,14
16.87,81,0,1008,0.5,0,12.7
16.96,76,0,1008,1,0,12.6
16.14,81,0,1009,0.5,0,11.7
18.86,81,0,1009,0.5,0.54,12.5
